Data Model,Event Type,Field Group,Title,Data Type,Consistency,Required,Notes,Description
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Type.AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the type of advance directive (such as resuscitation)"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Type.AltCodes[].Code,String,3,false,"","A code describing the type of advance directive (such as resuscitation)"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Type.AltCodes[].CodeSystem,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Type.AltCodes[].CodeSystemName,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Type.AltCodes[].Name,String,3,false,"","Name of the type of advance directive (such as resuscitation)"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Code,String,1,true,"SNOMED CT","A code describing the value of the advance directive (such as 'do not resuscitate')"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].CodeSystem,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].CodeSystemName,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Name,String,1,false,"","Name of the value of the advance directive (such as 'do not resuscitate')"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the value of the advance directive (such as 'do not resuscitate')"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].AltCodes[].Code,String,3,false,"","A code describing the value of the advance directive (such as 'do not resuscitate')"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].AltCodes[].CodeSystem,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].AltCodes[].CodeSystemName,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].AltCodes[].Name,String,3,false,"","Name of the value of the advance directive (such as 'do not resuscitate')"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].StartDate,DateTime,1,true,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Effective start date of the advance directive."
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].EndDate,DateTime,2,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Effective end date of the advance directive."
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].ExternalReference,String,2,false,"","A link to a location where the document can be accessed. "
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].VerifiedBy[],Array of Objects,2,false,"","A collection of people who verified the advance directive with the patient"
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].VerifiedBy[].FirstName,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].VerifiedBy[].LastName,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].VerifiedBy[].Credentials,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].VerifiedBy[].DateTime,String,2,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[],Array of Objects,2,false,"","People legally responsible for the advance directive document."
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].FirstName,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].LastName,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].Credentials,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].Address.StreetAddress,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].Address.City,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].Address.State,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].Address.Country,String,2,false,"",""
Clinical Summary,PatientQueryResponse,AdvanceDirectives,AdvanceDirectives[].Custodians[].Address.ZIP,String,2,false,"",""
Clinical Summary,PatientQueryResponse,Allergies,AllergyText,String,1,false,"When sent via Redox API, this can ONLY be pushed as plain text without any markup.","Free text form of the allergies summary"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[],Array of Objects,2,false,"",""
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.Code,String,1,true,"[SNOMED CT from Allergy/Adverse Event Type Value Set](http://phinvads.cdc.gov/vads/ViewValueSet.action?id=7AFDBFB5-A277-DE11-9B52-0015173D1785)","A code describing the type of allergy intolerance this is (food, drug, etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.CodeSystem,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.CodeSystemName,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.Name,String,1,false,"","Name of the type of allergy intolerance this is (food, drug, etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the type of allergy intolerance this is (food, drug, etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.AltCodes[].Code,String,3,false,"","A code describing the type of allergy intolerance this is (food, drug, etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.AltCodes[].CodeSystem,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.AltCodes[].CodeSystemName,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Type.AltCodes[].Name,String,3,false,"","Name of the type of allergy intolerance this is (food, drug, etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.Code,String,1,true,"RxNorm, SNOMED CT, [NDF-RT](http://phinvads.cdc.gov/vads/ViewValueSet.action?id=77FDBFB5-A277-DE11-9B52-0015173D1785), [UNII](http://www.fda.gov/ForIndustry/DataStandards/StructuredProductLabeling/ucm162523.htm)","A code describing the substance that the causes the allergy/intolerance"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.CodeSystem,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.CodeSystemName,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.Name,String,1,false,"","Name of the substance that the causes the allergy/intolerance"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the substance that the causes the allergy/intolerance"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.AltCodes[].Code,String,3,false,"","A code describing the substance that the causes the allergy/intolerance"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.AltCodes[].CodeSystem,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.AltCodes[].CodeSystemName,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Substance.AltCodes[].Name,String,3,false,"","Name of the substance that the causes the allergy/intolerance"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Reaction[],Array of Objects,2,false,"SNOMED CT","All the reactions caused by this particular substance."
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Reaction[].Code,String,1,true,"SNOMED CT","A code describing the reaction caused by the allergy (dizziness, hives ,etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Reaction[].CodeSystem,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Reaction[].CodeSystemName,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Reaction[].Name,String,1,false,"","Name of the reaction caused by the allergy (dizziness, hives ,etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Reaction[].AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the reaction caused by the allergy (dizziness, hives ,etc.)"
Clinical Summary,PatientQueryResponse,Allergies,Allergies[].Reaction[].AltCodes[].Code,String,3,false,"","A code describing the reaction caused by the allergy (dizziness, hives ,etc.)"
